232.0613761,359.0026314
174.8833322,310.063063
229.630561,295.8976375
186.1946867,288.9625035
198.7859312,286.676203
186.4967447,275.4989891
200.0175028,294.1280469
201.2864217,297.801458
194.300745,250.5938334
168.9280795,285.7966832
139.6785335,252.192694
144.4242623,274.2825295
122.0331728,299.1000483
154.7626909,280.1217838
123.4841059,305.0159443
110.0082427,239.9523985
134.9567604,278.0224627
115.8985569,325.5272573
123.5581732,278.0334581
118.3061385,238.5880149
124.7615472,250.552468
154.7231413,282.1072574
95.20299974,240.478259
148.0579908,242.1032563
149.8790648,258.5612755
111.789093,213.5480968
150.1473156,274.1497801
116.1731766,237.3963988
151.5245992,313.7551944
110.0236746,160.7737889
128.5743982,248.2739275
116.037153,268.7382964
155.6022118,237.1317501
118.1364749,189.5258425
113.3308186,193.6038725
109.9846218,198.6780504
169.9437484,208.2395007
105.4582536,224.3112038
194.8431463,207.5082375
153.0551137,217.7762189
102.7097702,210.221569
166.293652,194.6472616
119.4369371,208.8396518
140.6379727,187.0081869
151.3841967,189.315776
128.5965172,154.5263372
128.863417,156.8818903
142.8314135,158.2814886
138.1492371,141.4737155
174.1594753,161.8773028
165.1964501,157.4231781
155.227026,151.865876
186.5733903,150.5447422
172.7050269,178.5174179
141.4310943,152.0283596
154.4394336,162.8311608
217.687014,184.5030585
240.8814091,154.9108782
223.1735932,160.8573469
191.614711,133.7483597
234.4195136,143.114041
217.0547669,187.138455
236.227472,166.0650496
230.2415901,145.8544368
234.1800599,143.6569999
225.0922152,147.3059444
272.3147749,131.9545417
272.7248208,147.934385
263.5222644,153.2222684
244.1436766,114.1036551
241.4707659,166.2445018
288.4099358,182.2673757
267.5804499,137.3806105
260.9835212,158.6568207
272.74745,196.9669574
226.8227064,197.5708619
270.2718332,154.0308683
249.3594791,151.1993174
302.2639065,172.6500411
290.2318134,208.1175579
301.7311697,189.210531
311.9931165,216.002147
265.8726156,206.4293119
309.7254108,160.7433317
336.6810954,190.4061465
293.7580654,229.5034487
281.8668611,191.4501063
331.3201091,200.8798252
304.8360916,215.5507118
312.2544639,221.9949273
326.5334463,251.8112819
317.5174521,221.1536847
300.3600621,245.3742733
270.0788246,246.8881925
306.6155725,258.3615274
287.1027109,259.4513044
309.258553,260.2099052
300.6402688,249.5172524
283.125003,270.8165632
313.8502187,268.2398691
321.7568449,278.4570054
257.4183402,297.7332133
278.0968232,292.3607515
281.1782488,235.0965949
271.12128,290.2968564
221.0018192,270.6482557
267.2695414,231.7648024
270.4620027,304.0898662
239.4581604,300.5541318
271.6477662,260.831508
247.8155744,319.3517243
226.9301209,281.3257192
216.6685484,329.415908
196.6594852,316.4294006
247.2550997,259.4042493
233.7247372,365.812335
173.6345576,293.5900299
183.7692821,309.8731855
229.9911739,318.5953658
179.6187212,313.0121518
226.9661435,302.6553006
185.6492911,311.534609
213.5162043,291.8644348
211.5162461,331.6974322
134.6728593,301.2679556
161.9485882,328.0489293
181.1936352,317.7914216
166.2137198,264.8252799
183.6647266,268.1273367
193.1896971,289.1341341
140.9983644,323.7939675
202.6582835,229.9052785
189.0569346,252.1356804
161.2181911,288.9438131
172.9543695,311.1686605
186.8924699,266.1985306
174.6493188,252.6175587
180.5204519,281.4171502
176.6707824,260.7507447
165.0439209,284.663009
142.3596632,311.876589
147.9342669,264.1844036
144.6583064,246.1108238
231.6972553,192.7970434
187.067683,232.7100046
181.4235042,200.7676374
192.672927,252.2934716
149.3057474,209.2060357
159.0993064,208.8925158
188.7629216,231.3590261
210.9120329,222.4960454
156.4149945,228.2371684
185.1977755,201.2640659
164.0475314,173.8224488
208.2625602,221.8208245
179.4129327,199.6359971
229.2649333,215.0992323
230.2506283,214.4105112
231.8860457,221.1123281
235.62991,215.5884081
219.831618,211.0100433
210.0913861,187.7748678
287.0198316,216.9512572
212.0720462,231.2700792
238.6778814,156.2728969
240.1364796,243.8719123
243.4127103,198.162434
237.4644259,199.6286829
205.5869639,215.0962067
255.7176934,231.3672618
210.3824207,224.5044458
274.4472617,289.0443465
275.8888844,208.6840434
233.9764467,233.2365219
260.4948225,206.8061398
265.6269065,217.9806011
240.5283531,229.2554949
253.5640277,265.9143802
217.6667151,273.1646047
233.9902514,211.5873621
267.5663514,243.6263614
234.8350152,235.0166717
248.1377375,285.1053733
268.5831956,258.1040115
210.0789864,269.3401201
255.5306875,219.821185
215.8375351,205.9542977
200.5370623,277.8857127
369.439011,457.8437773
339.0756866,441.3790697
377.1725845,439.0787869
366.1001682,442.7795231
345.5639781,461.133101
418.4240121,444.7669466
375.0148352,393.6162481
410.269711,410.6655072
417.6141604,390.9445346
375.7843744,388.5938748
389.2258971,425.2781187
419.5090031,385.42984
397.6628304,402.223609
408.4791908,375.8914598
457.6960747,387.9599879
436.2927196,373.5084177
448.6892132,333.0394937
408.4344457,374.977176
464.0148703,359.0884097
460.143619,339.511964
515.2042954,324.2347737
487.684103,279.4247247
455.0068888,291.8284331
456.7297609,312.4789084
458.1036633,296.2098636
416.1940112,249.1381788
511.3159197,283.7297466
540.2621335,269.1142063
427.2201328,270.4627628
483.2071681,237.5499432
529.1358032,240.6383964
461.4419407,227.5060161
479.233714,227.6678494
496.8299653,228.6399619
501.7791535,171.265452
516.6762819,209.3318409
514.5431402,179.2197843
474.8389515,150.6456537
481.1327898,173.5690303
488.2253184,139.8897399
434.5281242,148.7691888
455.9276706,124.8550072
510.1528845,141.2167821
418.5644188,130.0086072
441.2209851,136.3296449
471.9993921,77.03879177
413.7112975,90.54397282
455.5998825,81.37688804
465.1529338,136.6980588
412.0106047,80.60322449
432.730697,110.1705689
463.9928893,89.55112624
422.6645147,111.7351743
398.9244446,108.0381191
390.4679026,115.9981432
401.8858374,30.91484914
437.4314451,35.31498297
440.9547211,15.54271487
379.9113908,54.84299114
413.1171281,22.10105478
387.4449591,42.35153204
383.6685793,59.43538904
405.414955,-7.354912105
413.6951979,52.15642728
375.3132564,68.38021808
365.2257937,21.0969826
359.5779935,47.42258318
361.4976593,37.49585897
344.5192789,-8.2487269
400.6913085,77.46118021
440.7888313,80.42505113
416.4421231,42.47458928
422.8279888,39.45431062
438.71521,67.35352717
380.1868557,56.5196256
444.6954843,109.724475
477.1964215,27.46941801
440.2835808,85.59659478
457.3104884,73.27550353
468.3569169,139.1508466
510.3825701,124.299804
509.8434144,163.076668
447.0236048,115.3321434
470.7608937,66.79606664
505.7761924,56.91338706
499.7104259,94.30372816
482.5989004,104.1957702
543.3324382,104.4171023
496.1801295,150.0385854
519.221638,129.3636267
482.5888679,121.9275988
511.3908923,173.084815
500.552566,154.3915272
522.3805821,152.3572011
475.4708182,187.750618
491.354841,175.4467196
491.042557,192.1488083
490.0539518,183.0794712
497.6436045,242.3944747
493.3117811,240.2677356
